,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,artist
3547,,,,,,,,,6037595.699999999,,VALENTIN DE BOULOGNE
3548,26717.26,,34440.479999999996,,3479.75,4801.32,11474.21,,37282.26,,"NEAPOLITAN SCHOOL, 17TH CENTURY"
3549,,,,,,,,,0.0,,"TUSCAN SCHOOL, CIRCA 1641"
3550,,,,,,,,,0.0,,ANTONIO FRANCESCO PERUZZINI
3551,,,,,,,,,0.0,,ANGELO CAROSELLI
3552,,,80312.27,5682.81,,81759.6,,10112.31,106520.74,,"FRENCH SCHOOL, 17TH CENTURY"
3553,,,,,,,,,6657.55,,"MARIO NUZZI, CALLED MARIO DE' FIORI ANDREA VACCARO PENNA IN TEVERINA 1..."
3554,,,,,,,,,7989.06,,WILLIAM BARRAUD
3555,,,,,,,,,0.0,,ATTRIBUTED TO ANTON VON MARON
3556,,,,,,,,,0.0,,CIRCLE OF PIERRE GOBERT
3557,1046128.98,0.0,,,,,,,0.0,,PIERRE-HENRI DE VALENCIENNES
3558,713647.58,,23448.84,,,,,,37282.26,,LOUIS GAUFFIER
3559,,,,,,,,,0.0,,ATTRIBUTED TO PIERRE-JACQUES VOLAIRE
3560,41560.18,,636049.76,0.0,38277.25,,,201167.46,684395.77,,JEAN-BAPTISTE OUDRY
3561,,,,,,,,,0.0,,CIRCLE OF CHARLES LEPEINTRE 
3562,20780.09,,,,,,9449.35,,0.0,,MARCO BENEFIAL
3563,,,,,,,,,8654.81,,"FOLLOWER OF JOHN HOPPNER, R.A."
3564,,,,,,,,,0.0,,"CIRCLE OF JOHN CONSTABLE, R.A."
3565,,,,,,,,,4260.83,,"CIRCLE OF SIR HENRY RAEBURN R.A., P.R.S.A."
3566,,,,,,,,,15978.11,,AFTER MICHELE MARIESCHI
3567,44528.76,,,,,,,,53260.37,,ENGLISH FOLLOWER OF CANALETTO
3568,,,,,,,134990.68,,66575.46,,ATTRIBUTED TO FRANCESCO GUARDI
3569,,,,,,,,,53260.37,,LOS CARPINTEROS (B. 1990)
3570,,,,,,,,,0.0,,MARÍA FERNANDA CARDOSO (B.1963)
3571,14842.92,,,,,,0.0,,10652.07,,GABRIEL OROZCO (B. 1962)
3572,,,,,,,,,317431.81,,ANTONIO DIAS (B. 1944)
3573,,,,,,,,91684.91,0.0,,NARCISO DEBOURG (B. 1925)
3574,,,,,,,,,133150.93,,MARÍA FREIRE (1917-2015)
3575,,,,,,,,94381.52,0.0,,LUIS GUEVARA MORENO (1926-2010)
3576,,,,,,,,,419691.73,,IBERÊ CAMARGO (1914-1994)
3577,0.0,81629.43,518219.34,,66115.25,605514.88,251622.64,186066.41,133150.93,,GUILLERMO KUITCA (B. 1961)
3578,317638.49,,159158.99,,243304.12,,1007300.47,,589592.3099999999,,EMILIANO DI CAVALCANTI (1897-1967)
3579,,,,,,,,,252986.76,,CÍCERO DIAS (1907-2003)
3580,,,565703.24,152867.65,,34295.13,,282605.23,199726.39,,EUGENIO LANDESIO (1809-1879)
3581,,,,,,,,,113178.29,,JOSÉ SÁNCHES (17TH CENTURY)
3582,440686.29000000004,,11724.42,,0.0,23320.69,97868.25,107325.27,21304.15,,JULIO LE PARC (B. 1928)
3583,,,,,,,,,0.0,,JAC LEIRNER (B. 1961)
3584,,,11724.42,,243304.12,426905.82,134990.68,0.0,55923.39,,ARTURO HERRERA (B. 1959)
3585,,,,,,,,,0.0,,GUSTAVO PERÉZ MONZÓN (B. 1956)
3586,,,51294.34,,,17147.57,37797.4,24269.53,0.0,,DR. LAKRA (B. 1972)
3587,0.0,,,,0.0,,,,79890.56,,BEATRIZ MILHAZES (B. 1960)
3588,136554.86,156108.84,174986.97,56828.12,,34295.13,,,46602.82,,ROBERTO FABELO (B. 1950)
3589,,,,,,,,0.0,0.0,,GUILLERMO CONTE (B. 1956)
3590,,125721.23999999999,36638.81,,66115.25,44583.67,32397.76,134830.74,0.0,,ELSA GRAMCKO (1925-1994)
3591,33396.57,,,,,,0.0,,9320.56,,JOSÉ ANTONIO HERNÁNDEZ-DIÉZ (B. 1964)
3592,,,,,38277.25,37724.65,0.0,51235.68,19972.64,,YVONNE DOMENGE (B. 1946)
3593,0.0,,,,41757.0,23320.69,0.0,,13315.09,,MARÍA IZQUIERDO (1902-1955)
3594,76292.60999999999,,87933.15,42621.09,16702.8,0.0,64120.57,149662.12,15978.11,,RAFAEL CORONEL (B. 1932)
3595,,,,98312.65,,,,,0.0,,CORNELIS ZITMAN (B. 1926)
3596,,,,,,,,,159781.11,,MANOLO VALDÉS (B. 1942)
3597,124086.81,63307.490000000005,,7103.52,,37724.65,101243.01,0.0,18641.13,,EDUARDO KINGMAN (1913-1997)
3598,,,,,,,,,0.0,,ALIRIO PALACIOS (1938-2015)
3599,0.0,,,,,,0.0,,53260.37,,FRANCISCO CORZAS (1936-1983)
3600,,44687.64,11724.42,,0.0,150349.87,,,22635.66,,"ANONYMOUS, MEXICAN (18TH CENTURY)"
3601,,,,,,,,,0.0,,JUAN PATRICIO MORLETE RUIZ (1713-1772)
3602,65308.85,82672.15,,,,49385.0,0.0,,27295.940000000002,,"ANONYMOUS, MEXICAN SCHOOL (18TH CENTURY)"
3603,,,,,0.0,,,0.0,17309.62,,"ANONYMOUS, CUZCO SCHOOL (18TH CENTURY)"
3604,103603.58,55859.56,87346.93,,,41154.16,,,29293.2,,ESTEBAN CHARTRAND (1824-1884)
3605,,,,,,,0.0,,3994.53,,ACHILLE DOVERA (1838-1895)
3606,,,,,,,0.0,,0.0,,ALEJANDRO SAINT-AUBIN (1857-1916)
3607,,,,,,,,,8654.81,,JOSÉ BENITO ORTEGA (1858-1941)
3608,,0.0,,,,418674.99,1106923.61,40449.22,0.0,,MAX WEBER 1881 - 1961
3609,16327.21,615497.8200000001,1006541.4099999999,138092.34,,6220314.12,,1547856.88,11934051.41,,JOHN SINGER SARGENT 1856 - 1925
3610,,,4094753.5300000003,0.0,259450.16,505921.81,653354.91,1639541.77,0.0,,STUART DAVIS 1892 - 1964
3611,,,8860143.85,,8352513.470000001,1722987.5,57672339.94,9692712.11,675341.51,,GEORGIA O'KEEFFE 1887 - 1986
3612,,,,71035.15,,,,67415.37,66575.46,,CHARLES COURTNEY CURRAN 1861 - 1942
3613,,,115485.53,889360.14,,4446844.19,727329.81,2804479.35,905426.31,,MAXFIELD PARRISH 1870 - 1966
3614,,,,,,,51296.46,,1928025.44,,THOMAS WILMER DEWING 1851 - 1938
3615,,,297067.48,71035.15,,,,1092128.98,99863.19,,JOHN FREDERICK PETO 1854 - 1907
3616,,0.0,,,,,,,99863.2,,VICTOR DUBREUIL 1846 - 1946
3617,,,,,,,,60673.83,66575.46,,DAVID BREGA B.1948
3618,,,,,,,,,1800200.55,,JAMIE WYETHB.1946
3619,,,,,,,,,146466.02,,GEORGIA ENGELHARD 1906 - 1986
3620,,37239.7,,,,,,,23967.17,,CHARLES HENRY HUMPHRISS 1837-1934
3621,,,,,,,,,19972.64,,DONALD CROWLEY B.1926
3622,,74479.41,87346.93,,,,,,394126.75,,ALEXANDER POPE 1849 - 1924
3623,0.0,812570.34,2408195.7699999996,248338.9,3811022.18,1681558.98,,107864.59,93205.65,,FREDERIC REMINGTON 1861 - 1909
3624,,55859.55,46897.68,22731.25,,,,,368561.77,,ERNEST LAWSON 1873 - 1939
3625,,,115485.53,0.0,,,,,0.0,,JULIUS LEBLANC STEWART 1855 - 1919
3626,,,,,,,,,66575.46,,GEORGE A. BEIGEL 1820-1897
3627,,,,,,,,,0.0,,THOMAS DOUGHTY 1793 - 1856
3628,,,,56828.12,,,,,368561.77,,REMBRANDT PEALE 1778 - 1860
3629,,95929.48,,0.0,11565575.42,334720.5,1423341.7799999998,,0.0,,EDWARD HOPPER 1882 - 1967
3630,,,,,,,,161796.89,106520.74,,HAYLEY LEVER 1876 - 1958
3631,,,,,,,,202246.11,521951.64,,WILLIAM MCGREGOR PAXTON 1869 - 1941
3632,,,95260.91,,,,,,0.0,,JESSIE ARMS BOTKE 1883 - 1971
3633,,17875.06,,,,,,87639.98,66575.46,,WILLIAM HOLBROOK BEARD 1824 - 1900
3634,,,,,,,,,47934.33,,WILLIAM S. SCHWARTZ 1896 - 1977
3635,,0.0,,,,,0.0,242695.33,34619.24,,JACOB LAWRENCE 1917 - 2000
3636,,,,,,,,,23967.17,,GREGORIO PRESTOPINO 1907 - 1994
3637,,44687.64,679430.1100000001,196625.3,176492.92,150349.87,,40449.22,29293.2,,GUY CARLETON WIGGINS 1883 - 1962
3638,,,,,,,114742.08,256178.4,146466.02,,GRANDMA MOSES 1860 - 1961
3639,0.0,,579772.55,,145314.36,,82344.32,,317431.81,,ELIZABETH JANE GARDNER BOUGUEREAU
3640,,,,,6612.08,0.0,,,0.0,,THÉODULE RIBOT
3641,0.0,93099.25,36638.81,168495.39,,150349.87,,24269.53,55923.39,,JULIEN DUPRÉ
3642,,0.0,,12077.12,,69962.08,87743.94,242695.33,66575.47,,PAUL CÉSAR HELLEU
3643,,,,,,,,,9320.56,,GERDA WEGENER
3644,,,,,,,,,0.0,,JOHN LAVERY
3645,0.0,,32974.93,15627.73,,10974.44,62770.67,9438.15,79890.54000000001,,EUGÈNE GALIEN-LALOUE
3646,29685.84,,494184.28,624825.21,93257.3,0.0,1694133.09,91010.75,10652.07,,JEAN-FRANÇOIS RAFFAËLLI
3647,0.0,0.0,,,,,,,470821.68,,FRIEDRICH NERLY
3648,,,,,,,,,0.0,,FERENCZ-FRANZ EISENHUT
3649,,,,,,,,,73233.01,,"FRANÇOIS-CHRISTOPHE-ARMAND TOUSSAINT FRENCH, 1806-1862"
3650,,,,,,,,,73233.01,,"PASQUALE ROMANELLI ITALIAN, 1812 - 1887"
3651,,,,,,,,,42608.3,,EMMA CIARDI
3652,,,,,,,,,53260.37,,LAURA THERESA ALMA-TADEMA
3653,,,,,,,,,0.0,,ERNEST-JEAN DELAHAYE
3654,13358.63,,,,69595.0,150349.87,,,93205.65,,LUDWIG KNAUS
3655,,17875.06,101416.23,,,,,,29293.2,,ADOLPH MENZEL
3656,58184.25,0.0,,0.0,,0.0,6749.53,,39945.28,,GUSTAVE DORÉ
3657,,,,,,,,,31956.22,,GIOVANNI FATTORI
3658,,,,,,,,,103857.72,,ALFRED WIERUSZ-KOWALSKI
3659,0.0,140617.12,,,,,,,15978.11,,EDGAR HUNT
3660,,,,,,,,,0.0,,JOHN FERNELEY SR.
3661,1061446.8699999999,2342824.22,2353677.23,2733432.7600000002,850172.52,635968.95,685752.6799999999,71460.29000000001,213041.49,,DAN FLAVIN
3662,913136.42,201839.2,880064.24,1124912.72,1845102.63,295212.51,2073726.8800000001,2498413.59,1933085.18,,LEE UFAN
3663,,,,,,75449.29,,,37282.26,,JIRO YOSHIHARA
3664,143679.46,,19052.18,180145.15,10439.25,122090.67,114742.08,80898.44,42608.3,,RICHARD LONG
3665,0.0,,,,,,,,0.0,,TOM BLACKWELL
3666,,53625.17,109916.43000000001,178440.31,1257720.8399999999,17833.47,912537.02,1064893.16,9320.56,,WADE GUYTON
3667,,0.0,,,,,,,53260.37,,MONA HATOUM
3668,,,,,,,47246.74,159774.41999999998,26630.19,,PETRA CORTRIGHT
3669,1835178.5799999998,314601.01,3646880.69,4377612.46,4853276.9,104257.21,2834804.37,458424.51,458039.19,,ANDREAS GURSKY
3670,,104271.16,14655.52,,,24692.5,,134830.74,95868.67,,ANDRÉ BUTZER
3671,,0.0,,25572.66,,,,0.0,0.0,,CHARLES LEDRAY
3672,,,,,302459.87,141295.95,60745.81,,558168.7,,JAMES TURRELL
3673,365729.54,317580.19,,,,321551.17,160908.9,0.0,368561.77,,BILL VIOLA
3674,243423.88,,,,0.0,137180.53,94493.48,47190.76,0.0,,MARK HANDFORTH
3675,,,,,,,,,109183.76000000001,,MATH BASS
3676,,,,,,,,,6657.55,,MATT SHERIDAN SMITH
3677,,,58622.1,,,150349.87,,,0.0,,KOHEI NAWA
3678,,,,,,,,,14646.6,,HANS-PETER FELDMANN
3679,,0.0,9526.09,116923.87,4175.7,194796.35,,188763.03,86548.1,,PHILIP TAAFFE
3680,,,,,,,,70111.98,9320.56,,GUYTONWALKER
3681,,,,,,,251622.64,55954.759999999995,21304.15,,DAN REES
3682,,,,,,,,,8654.81,,JUSTIN ADIAN
3683,,,,,93647.03,123462.48,228404.24,80898.44,0.0,,ALLORA & CALZADILLA
3684,,,,,,,36447.479999999996,35055.99,11317.83,,SAM FALLS
3685,229174.68,317580.19,51294.34,13496.68,695.95,0.0,118116.85,0.0,6391.24,,PIOTR UKLANSKI
3686,685149.17,1035263.76,5129.43,414845.3,1148039.12,7720520.4399999995,,57303.07,511299.56,,BERTHE MORISOT
3687,888794.03,1198820.54,69613.74,980995.48,489113.66,68590.27,0.0,175279.96,1248955.7100000002,,JEAN METZINGER
3688,,,,0.0,0.0,,,0.0,8654.81,,JOSEPH CSAKY
3689,,860981.95,,,699847.32,795647.1,,1279274.04,0.0,,GABRIELE MÜNTER
3690,,,,0.0,16702.8,,0.0,,37282.26,,KARL SCHMIDT-ROTTLUFF
3691,44528.76,,,,,123462.48000000001,,,79890.56,,PAUL KLEINSCHMIDT
3692,,,,,,,,,342996.79,,KARL HOFER
3693,,2007964.8199999998,,,0.0,49384.99,1571156.56,1237746.17,186411.3,,BALTHUS
3694,,37239.7,9526.09,,0.0,,,3640.43,2663.02,,ANDRÉ DUNOYER DE SEGONZAC
3695,,13406.29,0.0,,7655.45,,,,521951.64,,LEONORA CARRINGTON
3696,,,,,,,,,1224988.54,,HENRI CHARLES MANGUIN
3697,,,,12075.98,,,,,0.0,,YASUO KUNIYOSHI
3698,,117379.55,,,,63446.55,0.0,4044.92,9320.56,,VASSILY KANDINSKY
3699,,,11725.59,4262.11,,,10124.3,26966.14,14646.6,,SHIKO MUNAKATA
3700,0.0,0.0,43966.57,221061.4,2237061.67,203027.19,0.0,0.0,20904.7,,JAMES-JACQUES-JOSEPH TISSOT
3701,,,,,,,,,8122.210000000001,,LESLEY DILL
3702,733982.4,,59354.87,28414.06,0.0,0.0,,27235.809999999998,4260.83,,RICHARD HAMILTON
3703,,,,,,46641.38,21598.51,,0.0,,DEBORAH KASS
3704,,,,,,,,,932.06,,REINHARD MUCHA
3705,,,,,,,,,0.0,,JOHN NEWMAN
3706,,,,,,,,,665.75,,"PIERRE-JULES MÈNE, 1878 - 1961 TAUREAU NORMANDE"
3707,,,,,,,,,2663.02,,"ROBERT MITFORD WOODCOCK, WATERCOLOR OVER TRACES OF GRAPHITE; SIGNED, LOWER..."
3708,,,,,,,,,2663.02,,"ROBERT MITFORD A COCK GROUSE, PEN AND BLACK INK AND WATERCOLOR; SIGNED,..."
3709,,,,,,,,,2663.02,,"ROBERT MITFORD A HEN BLACK GROUSE, PEN AND BLACK INK AND WATERCOLOR; SIGNED,..."
3710,,,,,,,,,3195.62,,"PRIDEAUX JOHN SELBY ALNWICK 1788-1867 BAMBURGH A PAIR OF PARTRIDGES, PEN..."
3711,,,,,,,,,2929.32,,"PRIDEAUX JOHN SELBY ALNWICK 1788-1867 BAMBURGH BROWN SNIPE, SUMMER PLUMAGE,..."
3712,,,,,,,,,2663.02,,"ROBERT MITFORD A HEN TEAL, PEN AND BLACK INK AND WATERCOLOR; SIGNED, LOWER..."
3713,,,,,,,,,2663.02,,"PRIDEAUX JOHN SELBY ALNWICK 1788-1867 BAMBURGH SOLITARY SNIPE, WATERCOLOR..."
3714,,,,,,,,,0.0,,"BILL BENJAMIN BROOKLYN, NEW YORK, NAVY YARD, 1902"
3715,,,,,,,,0.0,0.0,,"ANTONIN CARLÈS FRENCH, 1851 - 1919"
3716,10390.04,,41914.8,,0.0,8230.83,,6067.38,12649.34,,PIRKLE JONES
3717,,,,,,,,,7323.3,,HERBERT PONTING
3718,,,,,,,,,29293.2,,DÉSIRÉ CHARNAY
3719,371666.71,,,,,19891.17,14174.02,8089.84,0.0,,KARL STRUSS
3720,10390.04,22343.82,,105132.03,41757.0,65160.75,1702907.48,22921.22,0.0,,ALVIN LANGDON COBURN
3721,,,,,,,,,2663.02,,WILLIAM B. POST
3722,38235.36,24578.2,,46172.86,109681.72,10288.54,,10786.46,0.0,,HELEN LEVITT
3723,,,,7813.87,17398.75,,,8089.84,0.0,,BRUCE DAVIDSON
3724,,,,,0.0,,,,59917.92,,DIETER APPELT
3725,8905.75,,14655.52,3551.76,40017.68,4115.42,8099.44,35730.14,21304.15,,ANDREAS FEININGER
3726,,,,,,,,,8654.81,,MOVIETONE NEWS
3727,11132.19,19364.65,49096.0,61800.59,47324.600000000006,49385.0,40497.21,,0.0,,JOSEF KOUDELKA
3728,365877.97000000003,45432.44,10624.67,24862.300000000003,49412.45,45269.57000000001,190336.87,55280.61,0.0,,BILL BRANDT
3729,,,,,0.0,0.0,,,0.0,,GJON MILI
3730,,,,,,,,,9320.56,,ANGUS MCBEAN
3731,5195.02,,,,4871.65,10974.44,43871.97,22180.199999999997,4660.28,,WEEGEE
3732,,,,,20878.5,,,,27961.690000000002,,LARRY BURROWS
3733,,,,,,,,,31956.22,,MICHAEL DWECK
3734,,11916.71,,0.0,,,,,0.0,,VICTOR SKREBNESKI
3735,,,,,,,64120.57,,53260.37,,DÉSIRÉE DOLRON
3736,0.0,7447.94,5275.99,21310.55,12528.21,7544.93,,5393.23,9320.57,,JOEL-PETER WITKIN
3737,,,12457.2,,13919.0,30179.72,18898.7,,0.0,,VERA LUTTER
3738,,,,,,,,,13315.1,,VALÉRIE BELIN
3739,51950.22,26812.59,8793.31,21310.54,69247.57999999999,67904.36,,22921.23,18641.13,,RUTH BERNHARD
3740,,,,,,,,,0.0,,JACKIE NICKERSON
3741,,,6960.79,,0.0,,,,0.0,,FLIP SCHULKE
3742,,,40302.69,49724.61,,27436.11,,,55923.39,,MASSIMO VITALI
3743,32535.68,,57156.54,,15310.9,19205.27,,13483.07,9320.56,,ERWIN OLAF
3744,,,,17758.79,12527.1,,,,23967.17,,GUIDO ARGENTINI
3745,,,,,,,,,0.0,,"TWO-DOUBLE SIDED PALM LEAF FOLIOS FROM A RAMAYANA SERIES EASTERN INDIA,..."
3746,,,,,,,,,1997.26,,ATTRIBUTED TO HONGREN
3747,,,,,,,,,2396.72,,ATTRIBUTED TO WU CHENG
3748,,,,,,,,,1597.81,,ATTRIBUTED TO TANG DAI
3749,,,,,,,,,29293.2,,JIA LI (17TH CENTURY)
3750,,,,,,,,,1265.47,,ATTRIBUTED TO QIAN CHUN (EARLY 20TH CENTURY)
3751,,,,,,,,,5991.79,,ZHANG YING
3752,,,,,,,,,665.75,,YANG SHENGRONG (B. 1928)
3753,,,,,,,,,1065.21,,CHAO YONG (20TH CENTURY)
3754,,,,,,,,,1065.21,,XIONG BOQI (B. 1944)
3755,,,,,,,,,533.67,,ZHU YIXIONG (B. 1920)
3756,,,,,0.0,,,,16643.87,,TANG DI 1878-1948
3757,,,,,,,,,7323.3,,ATTRIBUTED TO WEN BOREN
3758,,,,,,,0.0,,0.0,,ATTRIBUTED TO LIU YONG
3759,,,,,,,4049.72,,22635.66,,ATTRIBUTED TO SHITAO (YUANJI)
3760,,,,,,,,29662.760000000002,1331.51,,ATTRIBUTED TO HUA YAN
3761,,,,,,10974.44,4049.72,12134.76,2929.32,,WANG ZHEN 1867-1938
3762,,,,,,,0.0,,0.0,,XIE ZHIGUANG 1900-1976
3763,,,,,,,,,0.0,,ATTRIBUTED TO WANG ZHEN
3764,,,,,,,,,7989.06,,ATTRIBUTED TO WU HUFAN
3765,,,,,,,,,0.0,,ATTRIBUTED TO GAO JIANFU
3766,,,,,,,,,4660.28,,"TANG YUN 1910-1993, JIANG HANTING 1903-1963"
3767,,,,,,,,,3994.53,,CHEN PEIQIU (B.1922)
3768,,,,,,,,,2663.02,,"BIAN BAOHUA (B.1958), FAN ZENG (B.1938)"
3769,,,,,,,,,7190.15,,CONSORT JIN 1873-1924
3770,,,,,,4115.42,6749.53,,18641.13,,YANG YISUN 1813-1881
3771,,,,,,,,,18641.13,,HE LINGHAN 1772-1840
3772,,,,,,,,,11983.58,,HE SHAOJING (19TH CENTURY)
3773,,,,,,,,,79890.56,,HU LINYI 1812-1861
3774,,,,,0.0,137180.53,26998.14,31685.22,127824.89,,ZHANG ZHAO 1691-1745
3775,,,,,,,5399.63,,6657.55,,LI ZONGHAN 1768-1831
3776,,,,,,,,,10652.07,,ZHAO ZHISHEN 1662-1744
3777,,,,,,,,91684.9,42608.3,,HUANG YI 1744-1802
3778,,,,,,,,6741.54,24366.63,,HE ZHUO 1661-1722
3779,,,,,,,,,5059.74,,HUANG ZIYUAN 1837-1918
3780,,,,,,,,,4260.83,,ATTRIBUTED TO YI BINGSHOU
3781,,,,,,,,7011.200000000001,17975.38,,TAN ZEKAI 1889-1947
3782,,,,,,,14848.98,5662.89,14646.6,,YU YUE 1821-1907
3783,,,,,4524.23,,,10786.46,23967.17,,ZENG XI 1861-1930
3784,,,,,,,,,26630.19,,PENG YULIN 1816-1890
3785,,,,,,,,,13315.09,,YUAN TONG (ACTIVE 18TH CENTURY)
3786,,,,,,,342336.37,105167.97,117172.82,,ZUO ZONGTANG 1812-1885
3787,,,,,,,,2966.28,226356.58,,YUAN MEI 1716-1797
3788,,,,,,,,,173096.21,,"GUI YOUGUANG 1507-1571, MO SHILONG 1537-1587 ET AL."
3789,,,,,,,,,5326.04,,"ZHANG SHIZHUN 1823-1891, SHAO YOULIAN 1840-1901 ET AL."
3790,,,,,,,,,6391.24,,YINGBAO (ACTIVE 18TH CENTURY)
3791,,,,,,,,,153123.57,,"DUAN FANG 1861-1911, SHEN ZENGZHI 1850-1922 ET AL."
3792,,,,,,,,,10652.07,,TAN ZHONGLIN 1822-1905
3793,,,,,,0.0,,528536.49,419691.73,,HUANG DAOZHOU 1585-1646
3794,,,,,,,,,291866.84,,"ZHU YUNMING 1460-1526, SHEN ZHOU 1427-1509, WEN ZHENGMING 1470-1559, YUAN..."
3795,,,,,,,,,5592.34,,"ZHU YIZUN 1629-1709, DUAN YUCAI 1735-1815, WU XIQI 1746-1818, TAN YANKAI..."
3796,,,,,,,,,18641.13,,HUANG ZHENGRAN (QING DYNASTY)
3797,,,,,,,,,31956.22,,JIANG QINGYI (QING DYNASTY)
3798,,,,,,,,,9986.32,,ATTRIBUTED TO ZHAO ZHIQIAN
3799,,,,,,,,37752.61,11983.58,,WANG SU (18TH CENTURY)
3800,,,,,,,,,8654.81,,WANG YUYAN (ACTIVE EARLY 19TH CENTURY)
3801,,,,,,,,,7989.06,,"CHEN BANDING 1877-1970, CAO KEJIA 1906-1979"
3802,,,,,,,,,0.0,,MI HANWEN (17TH CENTURY)
3803,,,,,34797.5,,53996.27,,0.0,,WANG SHIHONG 1658-1723
3804,,,,,0.0,,51296.46,,0.0,,CHEN YIXI 1648-1709
3805,,,,,,,,,5326.04,,WU TINGKANG (1799- AFTER 1873)
3806,,,,,,,,,0.0,,CAO TINGDONG 1699-1785
3807,,,,,,,,,79890.56,,YAO QISHENG 1624-1683
3808,,,,,,,,161796.89,547516.62,,KUNCAN (1612-AFTER 1674)
3809,,,,,884691.64,,0.0,,0.0,,YUAN YAO (ACTIVE MID-18TH CENTURY)
3810,,,,,,,,,496386.66,,LIU JUN (ACTIVE LATE 15TH CENTURY)
3811,,,,,,,,,22635.66,,"ZHANG RUITU 1570-1641, WU WEIYE 1609-1671"
3812,,,,,,,,,0.0,,"ATTRIBUTED TO DONG BANGDA, ATTRIBUTED TO WANG YOUDUN"
3813,,,,,,,,,29293.2,,ATTRIBUTED TO YANG WENCONG
3814,,,,,,,,,13315.09,,"QIAN YUANZHANG (ACTIVE 19TH CENTURY), YUAN TONG (ACTIVE 19TH CENTURY)..."
3815,,,,,,,,,186411.3,,IN THE STYLE OF QIU YING (CIRCA 1494-1552)
3816,,,,,,,6749.53,,22635.66,,WAN JING 1659-1741
3817,,,,,,,,,458039.19,,BADA SHANREN 1626-1705
3818,,,,,,,,,14646.6,,ZHANG QIANFU 1608-1695
3819,,,,,,,,83595.06,126493.38,,JIANG SHIJIE 1647-1709
3820,,,,,,,149839.66,349481.28,19972.64,,SHEN QUAN 1682-1760
3821,,,,,,,,,79890.56,,QIAO YIQI 1571-1619
3822,,,,,,,53996.27,,19972.64,,SHEN ZENGZHI 1850-1922
3823,,,,,,,24973.27,42471.68,2130.41,,HUA SHIKUI 1863-1941
3824,,,,,,,,,0.0,,AISIN GIORO SHANQI 1866-1922
3825,,,,,12527.1,,,,6391.24,,SHI YIZHI 1682-1763
3826,,,,,,,,,12649.34,,"FENG ZIKAI 1898-1975, ZHENG XIAOXU 1860-1938"
3827,,,,,,,101243.01,32359.38,8654.81,,SONG WENZHI 1918-1999
3828,,,,,,,97193.29,24269.53,50597.35,,CHENG SHIFA 1921-2007
3829,,,,,,,,,50597.35,,LIN SANZHI 1898-1989
3830,,,,,,,,,17309.62,,XIE WULIANG 1884-1964
3831,,,,,,,,,6391.24,,ZHAO PUCHU 1907-2000
3832,,,,,,,,,0.0,,SHI LU 1919-1982
3833,,,,,,,,,53260.37,,BIREN DE
3834,,,,,,,,3149646.05,1672375.66,,AMRITA SHER-GIL
3835,,,,,,,,,0.0,,MANISHI DEY
3836,,,,,,,,,31956.22,,NANDALAL BOSE
3837,,,,,,,,,0.0,,KRISHNA SHAMRAO KULKARNI
3838,,,,,,,,,6657.55,,HARI AMBADAS GADE
3839,,,,,,28807.91,,,0.0,,TYEB MEHTA
3840,,,,,,,,,87879.61,,BADRI NARAYAN
3841,,,,,,,,,14646.6,,SAKTI BURMAN
3842,,,,,,203027.19,,,66575.47,,K. G. SUBRAMANYAN
3843,,,,,,374228.5,,,728335.57,,BHUPEN KHAKHAR
3844,,,,,,,,,106520.74,,NALINI MALANI
3845,,,,,,68590.27,,,106520.74,,SUDHIR PATWARDHAN
3846,,,,,,0.0,,,0.0,,ARPITA SINGH
3847,,,,,,,,,3328.77,,AMBADAS KHOBRAGADE
3848,,,,,,150349.87,,,0.0,,RAM KUMAR
3849,,,,,,,,,10652.07,,SHAMSHAD HUSAIN
3850,,,,,,295212.51,,,99863.2,,JAGDISH SWAMINATHAN
3851,,,,,,426905.82,,,266301.86,,MANJIT BAWA
3852,,,,,,,,,119835.84,,NASREEN MOHAMEDI
3853,,,,,,,,,0.0,,K.S. RADHAKRISHNAN
3854,,,,,,137180.54,,,73233.01,,BIKASH BHATTACHARJEE
3855,,,,,,,,,0.0,,GOPAL GHOSE
3856,,,,,,,,,23967.17,,PARESH MAITY
3857,,,,,,,,,13980.849999999999,,SHANTI DAVE
3858,,,,,,,,134830.74,0.0,,NARAYAN SHRIDHAR BENDRE
3859,,,,,,,,,0.0,,ABDULRAHIM APABHAI ALMELKAR
3860,,,,,,,,,0.0,,PARITOSH SEN
3861,,,,,,,,,0.0,,AKMAL HUSAIN
3862,,,,,,,,,14646.6,,SOHAN QADRI
3863,,,,,,,,,0.0,,PRABHAKAR KOLTE
3864,,,,,,,,,13315.09,,PRAJAKTA PALAV
3865,,,,,,82308.32,,,0.0,,ATUL DODIYA
3866,,,,,,,,,0.0,,LALU PRASAD SHAW
3867,0.0,,,,,116603.45,,,106520.74,,RAMESHWAR BROOTA
3868,,,73277.62,,,,212745.32,295548.98,45271.32,,SIMON HANTAÏ
3869,,,115485.53,,0.0,,,35055.99,29293.2,,HANS HARTUNG
3870,85020.23999999999,,,31965.82,76276.12,862316.8300000001,0.0,120673.51000000001,138476.97,,NIKI DE SAINT PHALLE
3871,2118381.5,,616997.58,,,,,74156.91,0.0,,DAVID PARK
3872,,,,34096.87,0.0,,,,63912.45,,PETER ALEXANDER
3873,,37239.7,,35233.43,31317.75,64474.85,32397.76,70111.99,34619.24,,ED PASCHKE
