,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,artist
5253,,,,,,,,53932.3,,,"ANONYMOUS (CUZCO SCHOOL), 19TH CENTURY"
5254,,,,,,,,121347.66,,,DANIEL THOMAS EGERTON (1797-1842)
5255,1217416.28,59583.52,596186.74,412003.9,104392.5,0.0,,101123.05,,,ALFREDO RAMOS MARTÍNEZ (1872-1946)
5256,267172.55,,300145.14,,,,0.0,74156.91,,,RODOLFO MORALES (1925-2001)
5257,,,,,,,,94381.52,,,ANTONIO RUIZ (EL CORCITO) (1897-1964)
5258,,48411.61,,,,,0.0,47190.76,,,JULIO RUELAS (1870-1907)
5259,,,,,,,,0.0,,,RAY SMITH (B. 1959)
5260,40818.03,,,,,,,53932.3,,,OLGA COSTA (1913-1994)
5261,,,,,,,,7415.69,,,CARLOS QUINTANA (B. 1966)
5262,115181.06,,47630.45,,62635.5,,,0.0,,,ALFREDO CASTAÑEDA (B. 1938)
5263,44528.76,,39569.92,,,,,0.0,,,JUAN SORIANO (1920-2006)
5264,,,,,,,28348.04,21572.92,,,RAFAEL CORONEL (B. 1931)
5265,154811.65999999997,254123.73,459011.02,0.0,12527.1,,47246.74,43145.84,,,ARMANDO MORALES (B. 1927)
5266,,,,,,61731.24,0.0,0.0,,,JACOBO BORGES (B.1931)
5267,36810.44,,,,,,,20224.61,,,BENJAMÍN CAÑAS (1933-1987)
5268,,,,,,,,17528.0,,,ALFREDO ZALCE (1908-2008)
5269,,25323.0,180995.72999999998,31255.47,,38410.55,,26966.15,,,JUAN MANUEL HERNÁNDEZ (B. 1969)
5270,,,,,,,,20224.61,,,ROBERTO MONTENEGRO (1887-1968)
5271,,,98924.79000000001,0.0,20878.5,0.0,107992.54,0.0,,,GUILLERMO MUÑOZ-VERA (B. 1956)
5272,,,,,,,,29662.76,,,MONDONGO
5273,,,,,,,,0.0,,,CARLOS PÁEZ VILARÓ (1923-2014)
5274,,,,,,,,20494.27,,,JORGE CAMACHO (B.1934)
5275,,,,,,,,148313.81,,,MATEO MANAURE (B. 1926)
5276,,,,,,,,645030.25,,,LUCIO FONTANA (1899-1968)
5277,,,,,,,,296627.63,,,GEGO (GERTRUDE GOLDSCHMIDT) (1912-1994)
5278,,,,,,65160.75,60745.81,53932.3,,,GETULIO ALVIANI (B. 1939)
5279,11874.34,,23448.84,1278.63,7377.070000000001,5487.22,70398.17,1078.65,,,AMERICAN SCHOOL
5280,,,,,,,,8089.84,,,GEORGE DE FOREST BRUSH 1855 - 1941
5281,,,,,,,,175279.96,,,OSCAR EDWARD BERNINGHAUS 1874 - 1952
5282,,,0.0,,216579.64,86423.73,,121347.66,,,EANGER IRVING COUSE 1866 - 1936
5283,,274680.05,,,,,,94381.52,,,WILLIAM HERBERT DUNTON 1878 - 1936
5284,,311323.92,,35517.58,,282043.18,0.0,0.0,,,JOSEPH HENRY SHARP 1859 - 1953
5285,,0.0,,,,,,502648.99,,,HENRY FRANÇOIS FARNY 1847 - 1916
5286,,,,,,10974.44,,115954.43,,,OLAF CARL SELTZER 1877 - 1957
5287,,110229.52,73277.62,63931.64,,,,6741.54,,,CHARLES SCHREYVOGEL 1861 - 1912
5288,,,,,,,,0.0,,,AFTER KARL BODMER 1809 - 1893
5289,,,,,,,,20224.61,,,BERT GEER PHILLIPS 1868 - 1956
5290,,,,,,,,249436.87,,,EDGAR ALWIN PAYNE 1882 - 1947
5291,,,,0.0,,426905.82,37797.39,0.0,,,FRANK WESTON BENSON 1862 - 1951
5292,,,,,,,,0.0,,,WILLIAM TYLEE RANNEY 1813 - 1857
5293,,,2197742.44,,,,,107864.59,,,GEORGE BENJAMIN LUKS 1867 - 1933
5294,0.0,33515.73,,,,,199786.21,80898.44,,,EMIL CARLSEN 1853 - 1932
5295,,25323.0,,,,,,0.0,,,ARTHUR BOWEN DAVIES 1862 - 1928
5296,,346776.12,,,,0.0,,424986.49,,,GASTON LACHAISE 1882 - 1935
5297,,,,,,,,87639.98,,,WILLIAM BAILEY B.1930
5298,,,,,,,,0.0,,,ADELHEID DIETRICH 1827 - 1891
5299,,,,,,,,350559.91000000003,,,RALPH ALBERT BLAKELOCK 1847 - 1919
5300,,74479.41,73277.62,,,96026.37,,148313.82,,,ALFRED THOMPSON BRICHER 1837 - 1908
5301,,,,,,,,657974.0,,,JAMES PEALE 1749 - 1831
5302,936291.37,,,,,,,31011.07,,,JASPER FRANCIS CROPSEY 1823-1900
5303,,860981.95,0.0,,,1064520.94,2948196.54,0.0,,,N. C. WYETH 1882 - 1945
5304,,,,,,,,14831.38,,,STANLEY BOXER 1926-2000
5305,,,,,,,,3370.77,,,LEE GATCH 1902 - 1968
5306,,,,701259.05,1034460.07,,,0.0,,,ELIE NADELMAN 1882 - 1946
5307,,,,,,,,175279.96,,,RICHARD ALAN SCHMID B.1934
5308,,,,,,,,295548.98,,,JOHN KOCH 1909 - 1978
5309,,,73277.62,,,,,94381.52,,,JANE PETERSON 1876 - 1965
5310,,249059.14,126037.51000000001,,,,,593255.25,,,WILLIAM JAMES GLACKENS 1870 - 1938
5311,,,,,,,,25617.84,,,ALBERT HERTER 1871 - 1950
5312,,,,,,,,41797.53,,,JEFFERSON DAVID CHALFANT 1856 - 1931
5313,,7447.94,,,,,,0.0,,,LOUIS CHARLES MOELLER 1855 - 1930
5314,,,46897.68,,,,,114606.13,,,ALBERT PINKHAM RYDER 1847 - 1917
5315,,,,84673.9,104114.12,301797.18,74244.88,91684.9,,,CYRUS EDWIN DALLIN 1861 - 1944
5316,,,,,,,,94381.52,,,ASHER BROWN DURAND 1796 - 1886
5317,,,17586.63,535036.79,,,147949.79,67415.37,,,WILLIAM AIKEN WALKER 1828 - 1921
5318,,,,,,,,0.0,,,DANIEL BUREN
5319,,,636049.76,,,,,40449.22,,,JAN SCHOONHOVEN
5320,,,,,,,,202246.11,,,SIMON HANTAI
5321,,,,,52892.2,,199786.21,94381.52,,,ELAINE STURTEVANT
5322,,28302.17,,,,75174.93,,0.0,,,ANTONIO SAURA
5323,,,,,,,,74156.91,,,LIZ LARNER
5324,,360480.33,,275616.4,203217.4,,53996.27,161796.89,,,CHARLES RAY
5325,,,,,,,16536.89,83595.06,,,PAUL SIETSEMA
5326,,95929.48,,,,0.0,5399.62,40449.22,,,SHEPARD FAIREY
5327,,,,,,,,43145.84,,,GREAR PATTERSON
5328,,,,,,163519.2,,502648.99,,,DANH VÔ
5329,,,,,,,,0.0,,,DANIEL GORDON
5330,,,,,,,63445.63,32359.38,,,N. DASH
5331,,,,1625213.87,82957.24,,,0.0,,,PETER DOIG
5332,,,,,,,,13483.07,,,RYAN ESTEP
5333,,,,,,,10124.3,8089.84,,,LATIFA ECHAKHCH
5334,,,,,,,,0.0,,,LUKE DIIORIO
5335,,,,,,,,20224.61,,,ALAN UGLOW
5336,,,,,,0.0,0.0,0.0,,,AHMED ALSOUDANI
5337,3159167.02,181729.75,,,,,,450873.99,,,ZENG FANZHI
5338,,,,,,,121491.62,94381.52,,,JEFF KOONS AND STELLA MCCARTNEY
5339,,,,,,,,47190.76,,,CARMEN HERRERA
5340,,,,,,,,0.0,,,DAMIAN ORTEGA
5341,,,,,,,,269661.48,,,ROMERO BRITTO
5342,,,,,,,0.0,0.0,,,CHARMING BAKER
5343,609153.42,,,,30621.8,,0.0,43145.84,,,KEITH TYSON
5344,,,,,,,,87639.98,,,EDWARD BEKKERMAN
5345,,0.0,,,0.0,16461.66,,0.0,,,JENNY SAVILLE & GLEN LUCHFORD
5346,65308.85,,,,189855.16,109744.43,121491.62,40786.840000000004,,,PETRUS VAN SCHENDEL
5347,,,,,,34295.13,,21572.92,,,ÉTIENNE-ADOLPHE PIOT
5348,,,,,,,,0.0,,,IGNACIO ZULOAGA Y ZABALETA
5349,5368387.18,3434990.25,,,,,186827.11,60673.83,,,JOAQUÍN SOROLLA Y BASTIDA
5350,100931.85,0.0,,0.0,10439.25,,107992.55,21572.92,,,JEAN-BAPTISTE CARPEAUX
5351,,,,,,,,0.0,,,JOHAN LAURENTZ JENSEN
5352,,,,,,,,0.0,,,DAVID ÉMILE JOSEPH DE NOTER
5353,41085.2,88779.45,497115.39,275616.4,,,40497.21,334380.23,,,LOUIS MARIE DE SCHRYVER
5354,,,,22731.25,,,24298.32,24269.53,,,ALBERT LYNCH
5355,0.0,,,,,,,0.0,,,"GEORGE DUNLOP LESLIE, R.A."
5356,115181.06,,,,,,,94381.52,,,ÉMILE-JEAN-HORACE VERNET
5357,,,,,,,,0.0,,,"EMILE PINEDO FRENCH, 1840-1916"
5358,,,,,,,,0.0,,,ERNEST H. SHEPARD
5359,,,,,,,,0.0,,,"SIR EDWARD JOHN POYNTER, BT., P.R.A., R.W.S."
5360,,,,,,,,10786.46,,,CAMILLE FÉLIX BELLANGER
5361,,,,,,,,32359.38,,,"RANDOLPH ROGERS AMERICAN, 1825 - 1892"
5362,,,,,,,,0.0,,,BENJAMIN WILLIAMS LEADER
5363,,,,,,,,53932.3,,,"HENRY SCOTT TUKE, R.A., R.W.S."
5364,,,,,,22292.38,,24269.53,,,HENRY SCOTT TUKE
5365,,,,39779.69,,,,202246.11,,,WILHELM LEHMBRUCK
5366,,,,,,,,0.0,,,WILLIAM WAUER
5367,,,,,,,64120.57,175279.96,,,OSKAR SCHLEMMER
5368,,,,,,,,0.0,,,HILLA REBAY
5369,,,,,,,,839186.51,,,LÉON POURTAU
5370,,,,,,,,14831.38,,,AUGUSTE RODIN & ALBERT-ERNEST CARRIER-BELLEUSE (1824-1887)
5371,,,8793.31,,229941.88,51442.7,212745.32,188763.03,,,CONSTANTIN BRANCUSI
5372,,,,,,,,26966.15,,,LUCIEN PORCHERON
5373,780143.86,,354663.69,967356.7400000001,,1055192.67,1008650.39,554424.0,,,GEORGES VALMIER
5374,,13406.29,,0.0,,546252.8899999999,136340.59,74156.91,,,HENRI HAYDEN
5375,108056.46,81629.43,228039.96,271638.43,66115.25,68590.27,,17528.0,,,CHRISTIAN ZERVOS
5376,22264.38,,,,,,,12808.92,,,SERGE CHARCHOUNE
5377,,,,,0.0,,,0.0,,,CHARLES LAPICQUE
5378,,16385.47,,10655.27,22270.4,,,0.0,,,EMILIO GRECO
5379,237486.72,200498.56,,,,167360.25,,74156.91,,,TAKANORI OGUISS
5380,,,,35517.58,,,,0.0,,,AFTER MARC CHAGALL
5381,,,,,,,,9168.49,,,AFTER RENÉ MAGRITTE
5382,,392059.6,504004.6599999999,1079663.8900000001,705693.3,586104.4099999999,394847.75999999995,204268.57000000004,,,JOÁN MIRÓ
5383,,,,,,,,53932.3,,,CYRIL POWER
5384,,,,,670895.8,598107.13,,0.0,,,HENRI ROUSSEAU
5385,1526445.8499999999,274680.05,87346.93,77854.53,410332.12,150349.87,,16179.69,,,BANKSY
5386,793443.11,,,59669.53,0.0,,,16179.69,,,ELLEN GALLAGHER
5387,,,,,11135.2,,,0.0,,,ROBERT LAZZARINI
5388,,,,,,,,2696.61,,,ULFERT WILKE
5389,,,13189.97,4262.11,,,0.0,8089.84,,,ANDREW LORD
5390,,,,,,,,0.0,,,HUGH HENRY BRECKENRIDGE
5391,,,,21310.55,,,,9438.15,,,BYRON BROWNE
5392,,,,,,,64120.57,0.0,,,GEORGE TOOKER
5393,,,,,,,,6067.38,,,PAUL SAMPLE
5394,,,,17048.44,,,,141572.27000000002,,,GIFFORD BEAL
5395,,,26379.94,,,,0.0,7550.52,,,JESSIE ARMS BOTKE
5396,,,,,,,74244.88,10786.46,,,LLOYD SEXTON JR.
5397,,,,,,,,0.0,,,FREDERICK RONDEL
5398,,,,,15310.9,,,5393.23,,,WILLIAM BLISS BAKER
5399,,,,,,,,9438.15,,,JAMES EVERETT STUART
5400,,,2198.33,,,,,2022.46,,,CHARLES P. APPEL
5401,,,,,,,,10112.31,,,A. WORDSWORTH THOMPSON
5402,,,,0.0,,,,0.0,,,HARRY HERMAN ROSELAND
5403,,,6594.99,21310.55,,37724.65,24298.32,0.0,,,THOMAS WATERMAN WOOD
5404,,,5862.21,,,,,17528.0,,,HARVEY OTIS YOUNG
5405,,,,,,,,8764.0,,,ENOCH WOOD PERRY
5406,,,19052.18,,,,0.0,20224.61,,,PAUL CORNOYER
5407,,,,,,,,32359.38,,,BERNHARD GUTMANN
5408,,,8060.54,,,4115.42,,32359.38,,,LAWTON SILAS PARKER
5409,,,,,,37724.65,107992.55,10786.46,,,LOUIS RITMAN
5410,,,,,0.0,,,0.0,,,JOSEPH M. RAPHAEL
5411,,,,,,,,0.0,,,MARIO J. KORBEL
5412,,,,,,,,18876.3,,,CHARLES HAROLD DAVIS
5413,,,,,,,,6741.54,,,WILLIAM JURIAN KAULA
5414,,,,,,,,13483.07,,,JULIUS THIENGEN BLOCH
5415,,,,4972.46,,,9449.35,47190.76,,,RICHARD HAYLEY LEVER
5416,,,9526.09,,,,,8764.0,,,ANTONIO PIETRO MARTINO
5417,,,0.0,21310.55,4175.7,21948.89,43871.97,6067.38,,,EMILE ALBERT GRUPPE
5418,,,36638.81,,,,,16179.69,,,CLARK HULINGS
5419,,,,,,,,14831.38,,,DAVID H. LIGARE
5420,,,,,,116603.45,,128089.2,,,WILL R. BARNET
5421,,,,,,,5399.63,3370.77,,,HEDDA STERNE
5422,,,,,,,,5393.23,,,ULFERT S. WILKE
5423,,,,,,,,7415.69,,,GEORGE SPAVENTA
5424,,,,,,,,22921.23,,,ARISTODEMOS KALDIS
5425,,,,,23662.3,,,9438.15,,,JEAN XCERON
5426,,,,,,,,7415.69,,,PORFIRIO SALINAS
5427,,,,,,,,5393.23,,,J. CLINTON SHEPHERD
5428,,,,,0.0,,,40449.22,,,WILLIAM HENRY DETHLEF KOERNER
5429,,,,,,,,16179.69,,,HERMAN WENDELBORG HANSEN
5430,,,7327.76,,0.0,,,43145.84,,,JOHN F. CLYMER
5431,,,,,,,0.0,5662.89,,,WILLIAM MATTHEWS
5432,,,19052.18,28414.059999999998,,88481.45,24298.32,16179.69,,,LUDWIG BEMELMANS
5433,,,,,,,,8089.84,,,LELAND BELL
5434,,,,,,30865.62,,107864.59,,,HENDRICK VAN STEENWYCK THE YOUNGER
5435,343168.3,,65949.86,930276.39,0.0,,,1186510.5,,,BALTHASAR VAN DER AST
5436,14842.92,,,,,,,1952349.09,,,HENDRICK AVERCAMP
5437,,,,,,,,0.0,,,WILLEM DE HEUSCH
5438,,,,,,,,47190.76,,,THOMAS MERTENS
5439,,,0.0,,,,,535547.69,,,JACOB MARREL
5440,,,,,,,,17528.0,,,WARNARD VAN RIJSSEN
5441,207800.88,,,98312.65,0.0,,,0.0,,,ADAM PYNACKER
5442,,,,412003.9,23662.3,,6749.53,0.0,,,ADRIAEN JANSZ. VAN OSTADE
5443,,,,,,0.0,,175279.96,,,PIETER CODDE
5444,,,,,,,,22921.23,,,PETER SNIJERS
5445,,,0.0,752972.64,,,,347323.98,,,GERRIT ADRIAENSZ. BERCKHEYDE
5446,,,,,,,,0.0,,,ADRIAEN ISENBRANT
5447,109837.61,3905104.27,875227.92,5185566.31,,6653804.620000001,8581087.8,916849.02,,,PIETER BRUEGHEL THE YOUNGER
5448,,,,,,,,3376161.69,,,SIR PETER PAUL RUBENS JAN BREUGHEL THE YOUNGER SIEGEN 1577 - 1640 ANTWERP...
5449,0.0,389080.42,,,,301797.17,650925.08,74156.91,,,JAN VAN KESSEL THE ELDER
5450,,,,,,0.0,,0.0,,,PIETER VAN MOL
5451,,,29311.05,118770.78,10439.25,,,515592.74,,,ATTRIBUTED TO SIR ANTHONY VAN DYCK
5452,157928.67,,,507475.15,,,,24269.53,,,PHILIPS WOUWERMAN
5453,,,,,,,,0.0,,,JAN WIJNANTS JOHANNES LINGELBACH HAARLEM 1632 - 1684 AMSTERDAM FRANKFU...
5454,314669.9,40963.67,,,,,,1434599.05,,,AELBERT CUYP
5455,,2033585.73,,1093941.39,,,,0.0,,,FRANS JANSZ. POST
5456,,,,,,,,94381.52,,,ATTRIBUTED TO SIMON JACOBSZ. DE VLIEGER
5457,,,,,,,,17528.0,,,PAULUS CONSTANTIJN LA FARGUE
5458,,,,,,,,0.0,,,CIRCLE OF JACOB ISAACSZ. VAN RUISDAEL
5459,,,,11365.62,,,,0.0,,,SIMON JACOBSZ. DE VLIEGER
5460,,,,,,,,87639.98,,,JAN WIJNANTS
5461,,,,,,,,18876.3,,,"ANTWERP SCHOOL, CIRCA 1530"
5462,,,,,,,,47190.76,,,WORKSHOP OF JAN CORNELISZ. VERMEYEN
5463,41560.18,0.0,,,,,,0.0,,,MEINDERT HOBBEMA
5464,,,,,,,,18876.3,,,PIETER DE GREBBER
5465,,,,6076631.29,,,,657974.0,,,GERRIT DOU
5466,,,,,,,,175279.96,,,"ATTRIBUTED TO TILMAN RIEMENSCHNEIDER (1460-1531) AND WORKSHOP GERMAN,..."
5467,820041.62,,199901.35,,,,,657974.0,,,RACHEL RUYSCH
5468,,,,,,,,3376161.69,,,LUDGER TOM RING THE YOUNGER
5469,,,,,,,,0.0,,,"SOUTH NETHERLANDISH SCHOOL, LATE 17TH CENTURY"
5470,,,,,,,,0.0,,,JAN FRIS
5471,,,,234700.15,,,,74156.91,,,WILLEM VAN AELST
5472,,0.0,,,3209721.38,,5016253.82,916849.02,,,AMBROSIUS BOSSCHAERT THE ELDER
5473,,646481.25,,,,,,175279.96,,,CESARE DANDINI
5474,,,,,780577.52,,251622.64,281931.06999999995,,,JEAN ANTOINE WATTEAU
5475,,,,,,,,12134.77,,,SYLVESTER MARTIN
5476,,,,,,,,101123.05,,,"PROFESSORE GIUSEPPE LAZZERINI ITALIAN, 1831-1895"
5477,,,,,48716.5,15089.86,40497.21,38426.759999999995,,,FRITZ ZUBER-BÜHLER
5478,,,,,,,,7415.69,,,ATTRIBUTED TO ALFRED GLENDENING SR.
5479,,,136589.49,12075.98,,,,0.0,,,"NORTH ITALIAN SCHOOL, 17TH CENTURY"
5480,,,,,,,,0.0,,,EMIL RAU
5481,,,,,,,,18876.3,,,GUSTAV IGLER
5482,,,,,,,,33707.68,,,"ATTRIBUTED TO DONATO BARCAGLIA ITALIAN, 1849-1930"
5483,,,,,,,,0.0,,,LÉON BAZILE PERRAULT
5484,,,,,,,,2022.46,,,"GEORGES VAN DER STRAETEN BELGIAN, B.1856"
5485,,,,,,,,10112.31,,,"PAUL-JEAN-BAPTISTE GASQ FRENCH, 1860-1944"
5486,,,,,,,,6741.54,,,"PAUL-EUGÈNE MENGIN FRENCH, 1853-1937"
5487,,,,,,,,2966.28,,,"EDOUARD HOUSSIN FRENCH, 1847-1917"
5488,,,,,,,,1348.31,,,"""JEUNE FILLE AUX NATTES"", A PATINATED BRONZE BUST FRANCE, 19TH CENTURY,..."
5489,,,,,,,,0.0,,,FOLLOWER OF CESAR BOETIUS VAN EVERDINGEN
5490,,,,,,,,0.0,,,"FRITZ RICHTER-ELSNER GERMAN, 1884 - 1970"
5491,,,,,,,,0.0,,,"LOUIS LÉOPOLD CHAMBARD FRENCH, 1811 - 1895"
5492,,,,,,,,0.0,,,"EUTROPE BOURET FRENCH, 1833-1906"
5493,,,,,,,,0.0,,,"CHARLES GEORGES FERVILLE-SUAN FRENCH, ACTIVE LATE 19TH CENTURY A GILT..."
5494,,,,,,,,7415.69,,,UMBERTO STIACCINI ITALIAN
5495,,,,,,,,10786.46,,,"HENRI-LOUIS LEVASSEUR, 1853-1934"
5496,,,,,,,,4044.92,,,"ANGIOLO MALAVOLTI ITALIAN, 1876-1947"
5497,,,,,,,,4719.08,,,"THÉOPHILE SOYER FRENCH, 1853-1940"
5498,,,,,,,,0.0,,,A ROZENBURG PART COFFEE SERVICE 1899
5499,,,,,,,,0.0,,,A ROZENBURG HEXAGONAL SMALL VASE 1899
5500,,,,,,,,3235.94,,,A GROUP OF FOUR ROZENBURG OCTAGONAL COFFEE CUPS AND SAUCERS AND A SMALL...
5501,,,,,,,,4314.58,,,A SET OF SIX ROZENBURG OCTAGONAL CUPS AND SAUCERS 1902
5502,,,,,,,,4314.58,,,A GROUP OF TEN ROZENBURG CUPS AND SAUCERS 1904-14
5503,,,,,,,,3235.94,,,AN ASSEMBLED SET OF SIX ROZENBURG OCTAGONAL CUPS AND SAUCERS 1904-13
5504,,,,,,,,0.0,,,"AN ITALIAN SILVER TEN-PIECE SERVING SET, BUCCELLATI, 20TH CENTURY"
5505,,,,14917.380000000001,,,,11460.61,,,ILONKA KARASZ
5506,,,,,,3087.11,,8764.0,,,THURMAN ROTAN
5507,,,,,,,,12134.77,,,TERENCE COYLE
5508,,,,,,,,2966.28,,,JOSEPH J. PENNELL
5509,,,,,,,,1046286.53,,,FRÉDÉRIC AUGUSTE BARTHOLDI
5510,,,,,,,16198.88,10786.46,,,EMIL BISTTRAM
5511,,,,,,,,0.0,,,VIKTOR SCHRECKENGOST
5512,,,,,,,,21572.92,,,JOSEPH FREEDLANDER
5513,,,,,,,,8089.84,,,EDWARD KEMEYS
5514,,,,,,,,22921.23,,,EDWARD TRUMBULL
5515,,,,,,,,22921.23,,,FRANK SINATRA
5516,,,,,,,,10786.46,,,TOM CHRISTOPHER
5517,,,,,,,,607.28,,,LARRY KRAMER
5518,,,,,,,,0.0,,,MASSIMO VIGNELLI & BOB NOORDA
5519,,,,,,,,13483.07,,,HENRY CHALFANT
5520,,,,,,,,14831.38,,,[ANDY WARHOL]
5521,,,,,,,,2696.61,,,UGO MULAS
5522,,,,,,,,0.0,,,"[ANDY WARHOL], RULES AND PROCEDURES IN THE ICONIC MAX'S KANSAS CITY"
5523,,,,,,,,1887.63,,,MARCEL BOUCHER
5524,,,,,,,,21572.92,,,BORIS ARONSON
5525,,,,,,,,6741.54,,,BILL BLASS
5526,,,,,,,,3235.94,,,REED AND BARTON
5527,,,,,,,,14831.38,,,ALFRED MIRA
5528,,,,,,,,0.0,,,FREDERIK USHER DEVOLL
5529,,,,,,,,0.0,,,"YANKEE STADIUM SIGN, CIRCA 1976"
5530,,,,,,,2699.81,0.0,,,PAUL J. WOOLF
5531,,,14655.52,0.0,3828.28,4801.32,16198.88,22921.23,,,JOHAN HAGEMEYER
5532,,,19052.18,,,,,13483.07,,,GAMBIER BOLTON
5533,,,,,,,81669.36,0.0,,,EUGÈNE CUVELIER
5534,61034.09,,,,,,316418.16,18876.3,,,FRANCIS FRITH
5535,,,,,,0.0,,6741.54,,,EDWARD STEICHEN (1879-1973) / GEORGE TICE (B. 1938)
5536,,,,,,,,14831.38,,,PIERRE DUBREUIL (1872-1944)/TOM JACOBSON (B. 1948)
5537,,,,,,,74244.88,51235.68,,,FRANTIEK DRTIKOL
5538,28201.55,,,,14058.19,19205.27,599088.65,14831.38,,,JULIA MARGARET CAMERON
5539,,,11724.42,,,,,8764.0,,,PETER HENRY EMERSON
5540,,,5862.21,,,,,399098.99,,,NICHOLAS NIXON
5541,,,,,0.0,0.0,,67415.37,,,LARRY SULTAN
5542,,,,,,,,11460.61,,,DIANE ARBUS/NEIL SELKIRK
5543,34138.72,,,0.0,21296.070000000003,,,13483.07,,,TINA BARNEY
5544,29685.84,27557.38,24914.39,64641.98000000001,0.0,20577.08,,14831.38,,,DAN GRAHAM
5545,,,,,,,6412.59,10786.46,,,TERRY O'NEILL
5546,,,55690.99,,,,,20224.61,,,JULIUS SHULMAN
5547,,,,,,,,10786.46,,,MAO HUAI 1753-1822
5548,,,,,,,,2696.61,,,CHEN XIAN 1785-1859
5549,,,,,,,,2696.61,,,LE FANGQI 1816-1880
5550,,,,,,,,6067.38,,,YUN YANBIN 1838-1920
5551,,,,,,,,11460.61,,,HUANG JU 1796-1860
5552,,,,,,,,4719.08,,,NA QING'AN (19TH CENTURY)
5553,,,,,,,,18876.3,,,YAN SHENGSUN 1623-1706
5554,,,,,,,0.0,5123.57,,,YAO MENGQI (LATE QING DYNASTY)
5555,,,,,,,6749.53,4044.92,,,ZHU WEIBI 1770-1840
5556,,,,,,,,4314.58,,,CAI ZHIDING 1745-1830
5557,,,,,,,,742.11,,,WAN CHENGJI 1766-1826
5558,,,,,,,,1752.8,,,ZHANG KAILAI (19TH CENTURY)
5559,6308.83,,,,,,,3235.94,,,HE WEIPU CIRCA 1842-1922
5560,,,,,,,,2966.28,,,ZOU ANCHANG 1802-1860
5561,,,,,,,0.0,7011.1900000000005,,,WANG FANG 1799-1877
5562,,,,,,,,4044.92,,,LI ZONGWAN 1705-1759
5563,,,,,,,,6471.88,,,CHEN ZUN (19TH CENTURY)
5564,,,,,,,,5662.89,,,CHONG EN (19TH CENTURY)
5565,,,,,,,,6067.38,,,YU MINZHONG 1714-1779
5566,,,,,,,,7415.69,,,ZHANG XUAN (18TH CENTURY)
5567,,,,,,,,2966.28,,,SHOUJING (17TH CENTURY)
5568,,,,,,,,5393.23,,,ATTRIBUTED TO WU LI
5569,,,,,,,,12808.92,,,ZHANG XI (QING DYNASTY)
5570,,,,,,,160908.9,9438.15,,,HANG SHIJUN 1696-1773
5571,,,,,,,0.0,13483.07,,,XIA HUI (18TH CENTURY)
5572,,,,,,,,8764.0,,,TAO RONG (19TH CENTURY)
5573,,,,,,,,6471.88,,,XU WANGYOU (18TH CENTURY)
5574,,,,,,,,2966.28,,,WANG YUANJI (QING DYNASTY)
5575,,,,,,,,3775.26,,,PRINCE ZHENG (LATE 18TH-EARLY 19TH CENTURY); JIN LU (LATE 18TH-EARLY 19TH...
5576,,,,,,,,1213.48,,,SHI TAI (QING DYNASTY)
5577,,,,,,,,5123.57,,,YANG NENG'GE (19TH CENTURY)
5578,,,,,,,,2966.28,,,WANG QISUN 1755-1817
5579,,,,,,,,2696.61,,,PING HAN (19TH CENTURY)
5580,,,,,,,,2696.61,,,PENG CIJUN (QING DYNASTY)
5581,,,,,,,0.0,30202.09,,,ZHANG ZUYI 1849-1917
5582,,,,,,,13499.07,20224.61,,,QIAN YONG 1759-1844
5583,,,,,,,,4314.58,,,FENG JINBO 1738-1810
5584,,,,,,,,11460.61,,,E ER'TAI 1677-1745
5585,,,,,,,,4314.58,,,CHEN FU'EN 1802-1866
5586,,,,,,,0.0,1887.63,,,WEN SHI (18TH CENTURY)
5587,,,,,,,,3775.26,,,GAO YANHUAI (19TH CENTURY)
5588,,,,,,,,5662.89,,,CHEN YAN'EN (19TH CENTURY)
5589,,,,,,,,1483.14,,,LU WENYU 1887-1974
5590,,,,,,,,3505.6,,,CHEN YI (QING DYNASTY)
5591,,,,,,,,8764.0,,,HUANG YUE (ACTIVE CIRCA 1750-1841)
5592,,,,,,,,2157.29,,,ATTRIBUTED TO LU HUI
5593,,,,,,,,7415.69,,,ANONYMOUS (19TH CENTURY)
5594,,,,,,,,8764.0,,,LI HONGZHU (20TH CENTURY)
5595,,,,,,,,4719.08,,,ATTRIBUTED TO WANG MENG
5596,,,,,,,,13483.07,,,WUCIUS WONG B.1936
5597,,,,,58459.8,347889.83,,0.0,,,FU SHAN 1607-1684
5598,,,,,,,11474.21,14831.38,,,ZHAO ZHICHEN 1781-1852
5599,,,,,,,,59325.52,,,ZHAO YIGUANG 1559-1625
5600,,,,,,,,175279.96,,,MAO HUIJIAN (17TH CENTURY)
5601,,,,,,,,0.0,,,YANG HAN 1812-1879
5602,,,,,2247083.35,,1190077.8699999999,0.0,,,CHEN HONGSHOU 1598-1652
5603,,,,,,821985.76,114742.08,942736.52,,,ZHANG BI 1425-1487
5604,,,,,,79564.71,64795.53,15129087.48,,,ANONYMOUS (MING DYNASTY)
5605,,,,,,,101243.01,47190.76,,,DAI MINGYUE (17TH CENTURY)
5606,,,,,,368466.91000000003,497845.64,175279.96,,,LI FANGYING 1695-1754
5607,,,,,41757.0,,,1240442.79,,,LI LIUFANG 1575-1629
5608,,,,,,,,80898.44,,,LAN YING 1585-1666; JIANG HONG (17TH CENTURY) ET AL.
